Agency,Country,Activity Name,Start Year,End Year,Implementer,Description,Link to Website,Pre-Primary,Primary,Secondary,Workforce Development,Education Systems Strengthening
USAID,Dominican Republic,READ Program,2015,2022,Unibe,"The activity improves students’ reading skills and strengthens instruction through enhanced curriculum and innovative approaches to education, while ensuring schools are safe and inclusive for all students.",https://www.usaid.gov/dominican-republic/news/improving-reading-skills,,X,X,,
USAID,Egypt,Early Grade Learning and Remedial Reading Activity (G2G),2017,2022,Ministry of Education,"This activity aims to ensure students learn the fundamental of reading comprehension, writing, mathematics, and English language by the end of primary school (grade 3). It will also provide remedial learning for students in grades 4-9. Activities include conducting teacher professional development activities, developing digital and traditional teaching materials, and supporting policy assessment and reform.",https://www.usaid.gov/egypt/basic-education/early-grade-learning,,X,,,X
USAID,Egypt,Early Grade Learning and Remedial Reading Activity (G2G),2017,2023,Ministry of Education,"This activity aims to ensure students learn the fundamental of reading comprehension, writing, mathematics, and English language by the end of primary school (grade 3). It will also provide remedial learning for students in grades 4-9. Activities include conducting teacher professional development activities, developing digital and traditional teaching materials, and supporting policy assessment and reform.",https://www.usaid.gov/egypt/basic-education/early-grade-learning,,X,,,X
USAID,Egypt,The Literate Village,2017,2023,Save the Children,"This activity aims to eradicate illiteracy among mothers and primary school-aged children in 1,447 villages that are poor with low literacy rates. The activity targets mothers of primary school children through Adult Literacy Classes and works with remedial reading children through community schools to boost their literacy.",https://www.usaid.gov/egypt/basic-education/literate-village,-,X,,,
USAID,Egypt,The Literate Village,2017,2023,Save the Children,"This activity aims to eradicate illiteracy among mothers and primary school-aged children in 1,447 villages that are poor with low literacy rates. The activity targets mothers of primary school children through Adult Literacy Classes and works with remedial reading children through community schools to boost their literacy.",https://www.usaid.gov/egypt/basic-education/literate-village,-,X,,,
USAID,Egypt,STEM Teacher Education and School Strengthening Activity (STESSA),2018,2023,21st Century Partnership for STEM Education (21PSTEM),"This activity supports STEM education. It will implement STEM teacher education to support Faculties of Education to develop and deliver high-quality STEM teacher education and preparation programs at undergraduate and graduate levels. Additionally, it will support school strengthening to increase MOE staff capacity and institutionalize roles and processes to maintain high quality STEM schools.",https://www.usaid.gov/egypt/basic-education/support-stem-secondary-education,,,X,,X
USAID,Egypt,Teach for Tomorrow,2020,2024,Education Development Center (EDC),"This activity focuses on system strengthening and aims to establish an effective in-service training and professional development system for teachers, mentors/coaches, supervisors, and school leaders and to institutionalize an effective system for the licensing and certification of teachers, supervisors, and school leaders.",https://www.usaid.gov/egypt/basic-education/teach-tomorrow,,X,,,X
USAID,Guatemala,Puentes,2017,2022,World Vision,"This activity aims to improve the quality of life for youth aged 15-24 from the Western Highlands of Guatemala as measured by employment, education, development assets, and hopefulness indicators, thereby addressing the major drivers of undocumented external migration.",https://www.usaid.gov/guatemala/programs/puentes,-,,X,X,X
USAID,Jordan,Inclusive Schools Program,2021,2026,Ministry of Education; Ministry of Public Works and Housing; Bitar Consultants,"USAID’s Inclusive Schools Program will support the construction and furnishing of 30 Ministry of Education schools throughout Jordan. The Program seeks to increase access to high quality, inclusive education for all students. ",https://www.usaid.gov/jordan/fact-sheets/inclusive-schools-program,,x,x,,
USAID,Jordan,Jordan Education Infrastructure Project,2014,2026,"Ministry of Public Works and Housing and Ministry of Education, UNOPS, Trigon, Bitar Consultants, Engicon, Kaizen: A Tetra Tech Company, local design and construction firms","In partnership with both the Ministry of Public Works & Housing and the Ministry of Education, USAID Jordan’s Education Infrastructure project builds, furnishes, and expands schools, and improves school infrastructure. These services include assessments, feasibility studies, designs, capacity building, operations and maintenance, customer service, and financial support.  ",https://www.usaid.gov/jordan/fact-sheets/jordan-education-infrastructure,,,,,
USAID,Jordan,Partnership for Education II,2020,2023,Ministry of Education,"The Partnership for Education II focuses on improving teaching and learning materials; building the capacity of teachers in the core subjects of Arabic literacy, mathematics, English, and science; improving access to data and assessments; and strengthening the capacity of Ministry staff to effectively execute national priorities.",https://www.usaid.gov/jordan/fact-sheets/partnership-for-education-ii,,x,,,
USAID,Jordan,Schools for a Knowledge Economy,2014,2022,"Ministry of Public Works and Housing, Ministry of Education, Engicon Consultants, Trigon, and local engineering and construction firms","USAID’s Schools for a Knowledge Economy (SKEP) Project is building and furnishing 25 new schools throughout Jordan, increasing students’ access to inclusive, environmentally-friendly, and student-centered learning environments. ",https://www.usaid.gov/jordan/fact-sheets/schools-for-knowledge-economy,,,,,
USAID,Jordan,Technical Assistance Program,2021,2026,"Ministry of Education; Ministry of Youth; Creative Associates International, Inc.","To ensure that government partners have the necessary skills and resources to effect change in the education and youth sectors, the Technical Assistance Program transforms the organizational culture and increases the institutional capacity within the Ministry of Education and the Ministry of Youth.",https://www.usaid.gov/jordan/fact-sheets/technical-assistance-program,,,,,
USAID,Jordan,Partnership for Youth ,2020,2022,Ministry of Youth ,This activity supports the activation of 6 youth centers and establishing a virtual youth center.,https://www.usaid.gov/jordan/youth,-,,,X,X
USAID,Kyrgyz Republic,Enhancing Employability and Civic Engagement of Youth in the Kyrgyz Republic,2016,2022,Public Foundation Kyrgyzstan Mountain Societies Development Support Program (MSDSP),"This activity will support youth to more actively and positively participate in civic, social and economic life and contribute to the development of their families and communities. This will be achieved by developing youth skills, supporting youth (self-)employment initiatives, identifying private sector opportunities, and working with the local government.",https://www.usaid.gov/kyrgyz-republic/fact-sheets/enhancing-employability-and-civic-engagement-youth,-,,X,X,
USAID,Kyrgyz Republic,IBE-KR (Okuu Keremet),2019,2024,RTI International,"This activity aims to improve the foundational learning outcomes in reading and math among primary grade students in 75% of primary schools nationwide. The goal will be achieved through work in improving instructional quality in reading, numeracy and math; improving formal and non-formal learning environments; and strengthening the education system for primary education. ",https://www.usaid.gov/kyrgyz-republic/fact-sheets/okuu-keremet-learning-awesome,-,X,,,X
USAID,Liberia,Read Liberia,2017,2022,RTI International,"This activity supports school-based early grade reading for kindergarten and grades 1-2, provides targeted capacity development for teachers, principals, and administrators, distributes textbooks and learning materials, and promotes reading policy development and messaging to foster a reading culture.",https://www.usaid.gov/liberia/fact-sheets/read-liberia-activity,X,X,,,X
USAID,Liberia,Read Liberia,2017,2022,RTI International,"This activity supports school-based early grade reading for kindergarten and grades 1-2, provides targeted capacity development for teachers, principals, and administrators, distributes textbooks and learning materials, and promotes reading policy development and messaging to foster a reading culture.",https://www.usaid.gov/liberia/fact-sheets/read-liberia-activity,X,X,,,X
USAID,Liberia,School Feeding Program II ,2019,2022,Mary's Meals ,"This activity provides school feeding to pre-primary, primary, and secondary school students.",https://www.usaid.gov/liberia/fact-sheets/school-feeding-program-ii,X,X,X,,
USAID,Morocco,Inclusive Education Teacher Training activity,2022,2025,"DevTech Systems, Inc./University of Tennessee-Knoxville, Center on Deafness","This activity will deliver MSL courses to primary school teachers, prepare an in-service training program on deaf education for current primary school-level teachers, collaborate on a deaf education certificate program for future teachers, and build the capacity of the deaf community to promote deaf education and awareness.",https://www.usaid.gov/morocco/fact-sheets/inclusive-education-teacher-training-activity,,,,,
USAID,Mozambique,Community Engagement for Bilingual Education (Zambezia),2020,2023,Civil Society Capacity Building Centre (CESC),"This activity aims to strengthen civil society engagement in early grade reading and improve the quality of reading instruction for primary school-aged children to increase
the long-term sustainability of EGR activities. ",https://www.usaid.gov/mozambique/documents/community-engagement-bilingual-education,,X,,,
USAID,Mozambique,Resilient Gorongosa,2020,2025,"GORONGOSA PROJECT, INC.","This activity will support improved access to and participation in education services, increased literacy and numeracy skills among girls and young women, positive youth development for girls, and the establishment of Youth and Teacher Clubs in 50 schools.",https://www.usaid.gov/mozambique/documents/resilient-gorongosa,-,X,X,X,
USAID,Mozambique,Apoiar a Ler,2020,2023,ADPP,This activity will to encourage parents and caregivers to take on a more meaningful role in their children’s schooling while also mobilizing civil society and key local stakeholders to engage with the school system. It focuses on improving the quality of education in 750 targeted schools across Nampula. ,https://www.usaid.gov/mozambique/documents/usaid-apoiar-ler,,X,,,
USAID,Nepal,"Reducing Child, Early, and Forced Marriage",2018,2022,Humanity and Inclusion and World Education,This activity contribute to the goal of improving reading outcomes for Nepali children with disabilities in grades 1 – 3 in the sixteen EGRP districts.,https://www.usaid.gov/nepal/fact-sheets/reading-all,-,X,,,X
USAID,Afghanistan,Livelihood  Advancement for Marginalized Population (LAMP),2018,2023,CARE USA,"This activity will create job opportunities and address the constraints on marginalized populations through high-value vegetable production for beneficiaries with limited access to land, livestock and poultry production, vocational training and jobs, and school to work transition support for new high school and university graduatess. ",https://www.usaid.gov/news-information/fact-sheets/livelihood-advancement-marginalized-populations-lamp, , ,X,X, 
USAID,Afghanistan,Strengthening Education in Afghanistan (SEA) II,2014,2023,The Asia Foundatoin,This activity provides a broad range of support to institutions and civil society organizations working in Afghanistan’s education sector.,"https://www.usaid.gov/news-information/fact-sheets/strengthening-education-afghanistan-ii-sea-ii#:~:text=SEA%20II%20aims%20to%20improve,higher%20education%20needs%20of%20Afghanistan.", , ,X, ,X
USAID,Djibouti,DEGRA,2019,2024,FHI 360,This activity will improve the reading skills of children at the primary level in targeted areas in three ways: Support the Ministère de l’Education Nationale et de la Formation Professionnelle (MENFOP) improve early grade reading instruction; Increase community support and engagement for reading; and by improving the policy environment for reading. ,https://www.usaid.gov/sites/default/files/documents/1860/Djibouti-Fact-Sheet_Education_June-2019.pdf,,,,,
USAID,Somalia,"Bar ama Baro (Teach or Learn, ""BAB"")",2019,2024,Creative Associates,"Bar ama Baro aims to increase access to quality education for a targeted number of out-of-school children and youth of ages approximately 8-15 in targeted regions of Somalia. Bar ama Baro will
increase student enrollment in accelerated education centers (AE), improve student safety, monitor improvements in literacy, numeracy and socio-emotional skills among students in these AE centers, and
improve the Federal Government of Somalia’s capacity to standardize and regulate the accelerated education space.",https://www.usaid.gov/sites/default/files/documents/1860/Fact_Sheet_-_Somalia_BAB_February_2020.pdf,,X,X,,X
USAID,El Salvador,Education and Coexistence,2018,2023,Fundación Empresarial para el Desarrollo Educativo (FEPADE),"This activity supports the revitalization of public spaces and schools and provides after school activities such as robotics, leadership clubs, etc. It also provides training support for teacher and community members. ",https://www.usaid.gov/sites/default/files/documents/1862/Fact_Sheet_-_Education_and_Coexistence_Project_0.pdf,-,,X,X,X
USAID ,Zambia,Let's Read,2019,2024,Education Developemnt Centre,"This activity aims to improve reading outcomes for 1.4 million children in pre-primary through Grade 3, representing over half of Zambia’s public primary and community schools.",https://www.usaid.gov/sites/default/files/documents/FINAL_Lets_Read_Fact_Sheet_SEPT_2021.pdf,,X,,,X
USAID,Zambia,Tranforming Teacher Education,2020,2023,Florida State University,"This activity aims to strengthen the instructional capacity of Zambia’s public Colleges of Education. The partnership is led by Florida State University, University of Zambia and  targets college and university lecturers. The activity also equips college libraries with computers, print, and electronic resources to strengthen the quality pre-service teacher education, with a particular focus in literacy. ",https://www.usaid.gov/sites/default/files/documents/FINAL_Transforming_Teacher_Education_Fact_Sheet_JUNE_2022.pdf,X,X,,,X
USAID,Yemen,"Emergency Education Response, Quality Education and Protection of Conflict-Affected Children from Violence, Abuse, Exploitation and Neglect activity",2017,2022,UNICEF,"USAID interventions include: a back-to-school campaign that equips students with school bags and basic learning supplies to help foster greater enrollment rates; minor school repairs to ensure each student has an environment conducive to learning; a pilot selflearning program for children in high-risk areas who cannot access schools; psychosocial support to help children overcome trauma by developing positive coping mechanisms; and the development and
implementation of safety and emergency plans to help schools protect students and serve as safe spaces
for children. This activity has supported more than 1.3 million conflict-affected children. USAID
assistance has provided 33,800 desks and 882 whiteboards, trained 1,764 teachers, and reached more
than 16,000 adolescents with life-skills training to prevent and respond to child marriage, child labor,
forced armed recruitment, and other negative coping mechanisms prevalent in Yemen.",https://www.usaid.gov/sites/default/files/documents/USAID_Yemen_Education_Fact_Sheet_April_2022.pdf,,X,X,,
USAID,Yemen,Improving Access to Quality Education in Yemen,2018,2022,IRC,This activity supports equitable and safe access to quality non-formal education for out-of-school children and youth.,https://www.usaid.gov/sites/default/files/documents/USAID_Yemen_Education_Fact_Sheet_April_2022.pdf,,X,X,,
USAID,Tajikistan ,Learn Together Activity,2020,2025,"Chemonics International, Inc.",This activity will support Tajikistan’s Ministry of Education and Science capacity to develop and implement cohesive primary education policies and programs including systems strengthening and public- 2 USAID.GOV USAID FACT SHEET TITLE HERE | private partnerships. T,https://www.usaid.gov/tajikistan/fact-sheets/usaid-learn-together-activity,,,,,
USAID,Tanzania,Jifunze Uelewe,2021,2025,RTI,This activity improves literacy and numeracy for all learners in pre-primary and primary education and will build the capacity of the education system to sustain these improvements.,https://www.usaid.gov/tanzania/documents/Jifunze-Uelewe,X,X,,,X
USAID,Tanzania,Jifunze Uelewe (Learn to Understand),2021,2025,RTI,This activity will improve and sustain literacy and numeracy instruction for all learners,"https://www.usaid.gov/tanzania/documents/Jifunze-Uelewe#:~:text=Jifunze%20Uelewe%20(%22Learn%20and%20Understand%22)%20is%20a%20four,pre%2Dprimary%20and%20primary%20education.",X,X,,,X
USAID,Turkmenistan,Enriching the Youth of Tomorrow in Turkmenistan,2017,2022,JA Worldwide,"This activity aims to increase youth competitiveness in the labor market through expanded education programs, training and internships, development and dissemination of materials, national and international competitions, and support of youth entrepreneurship. It also aims to increase youth social involvement and mobility levels and to improve the enabling environment to support, protect, prepare, and involve youth.","https://www.usaid.gov/turkmenistan/fact-sheets/usaid-enriching-youth-tomorrow#:~:text=USAID's%20Enriching%20Youth%20for%20Tomorrow,Union%20of%20Economists%20of%20Turkmenistan.",-,,X,X,
USAID,Uzbekistan,Uzbekistan Education for Excellence Program (UEEP),2019,2023,RTI International,This activity aims to achieve and sustain four overarching results: improved learning outcomes in Uzbek Language Arts; improved learning outcomes in Mathematics; enhanced information and communications technology (ICT) instruction; and improved English as a Foreign Language (EFL) instruction.,https://www.usaid.gov/uzbekistan/fact-sheets/uzbekistan-education-excellence-program,,,,,
USAID,Yemen,Education in Emergency: A bridge to development and resilience,2018,2023,Save the Children,This activity supports equitable and safe access to quality non-formal education for out-of-school children and youth.,https://www.usaid.gov/yemen/fact-sheets/education-fact-sheet,-,X,X,X,X
USAID,Yemen,Gateway to Education Transition,2019,2024,Save the Children,"This activity supports a strengthened, resilient education system to provide equitable and safe access to quality formal education.",https://www.usaid.gov/yemen/press-releases/oct-9-2019-usaid-announces-36-million-project-support-education-yemen,-,X,,,X
USAID,Burma,Advancing Community Empowerment in Southeastern Myanmar (ACE),2017,2022,PACT,This activity provided assistance to Ethnic Education Service providers on learning aids and capacity development trainings to PTA members and teachers in non state actor controlled areas.,https://www.usfsbd.org/compass-overview/,X,X,X,,
USAID,Lebanon,Quality Instruction Towards Access and Basic Education Improvement (QITABI) 2,2019,2024,World Learning,"This activity focuses on improving young learners’ learning skills in literacy and numeracy, enhancing social and emotional learning skills in schools, and building the capacity of the Ministry of Education and the Center for Educational Research and Development. The activity also supports faith-based charity schools to improve student learning outcomes.",https://www.worldlearning.org/program/quality-instruction-towards-access-and-basic-education-improvement-2/,-,X,,,X
USAID,Ethiopia,Market Systems for Growth (a CATALYZE buy-in mechanism),2020,2025,Palladium Group,"This activity employs a market-led approach to help Ethiopia achieve its goals to expand the role of the private sector in the economy, and unlock the potential of private capital to drive inclusive growth.",https://www.youthlead.org/resources/usaidethiopia-market-systems-growth-fact-sheet,-,,,X,X
USAID,Ethiopia,Integrated Youth Activity (IYA),2021,2026,AMREF Health Africa,"The activity will benefit the lives of at least 2 million Ethiopian youth in 18 cities, with an overall objective of empowering Ethiopian youth to advance their own economic, civic, and social development. ",https://www.youthpower.org/integrated-youth-activity-kefeta,,,,,
USAID,Morocco,Bridge to Middle School program,2022,2027,TBD,"The main purpose of Bridge is to build the capacity of MEN to implement new, student-centered curricula in Arabic and selected STEM subjects (grades 4-9) as well as English (grades 7-9), in ways that have measurable impacts on learning outcomes. The goal of the program is to improve the performance of MEN central directorates, education academies (AREFs), provincial directorates (DPs), and schools in employing evidence-based pedagogies that promote continuous learning in select content areas, emphasizing strengthened critical thinking skills. Bridge has three objectives jointly contributing to the achievement of the program goal:  Objective One: Enhance the Moroccan education system’s ability to improve learning outcomes in upper primary (grade 4-6) Arabic, Math, and Science; Objective Two: Enhance the Moroccan education system’s ability to improve learning outcomes in lower secondary (grade 7-9) Arabic, English, and selected Science subjects (physics/chemistry, taught as one subject, and life/earth sciences, (biology and geology), taught as one subject); and Objective Three: Enhance the Moroccan education system’s preparedness to scale up successful practices in these subject areas and grades 
",TBD,,X,X,,X
USAID,Pakistan,Human Development Activity (HDA),2021,2024,Palladium International,HDA is a US$10M USAID-funded activity (2021-2024) striving to improve health and education services in the Khyber-Pakhtunkhwa Province of Pakistan.,USAID NPI EXPAND,,X,X,,X
DOS,South Africa,ALPS Resilience,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Kenya,AVSI Foundation,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Iraq,Catholic Relief Services,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Jordan,Cooperative for Assistance and Relief Everywhere,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Uganda,Finn Church Aid,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Jordan,International Catholic Migration Commission,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ethiopia,International Rescue Committee,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Lebanon,International Rescue Committee,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Pakistan,International Rescue Committee,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Iraq,Jesuit Refugee Service,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Chad,JRS,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Pakistan,Mercy Corps,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Iraq,Norwegian Refugee Council,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Kenya,Norwegian Refugee Council,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ethiopia,Plan International USA,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Jordan,Relief International,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Lebanon,Relief International,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Pakistan,Relief International,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Mauritania,"RET USA, Inc.",2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Egypt,Save the Children,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Egypt,Save the Children,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Nigeria,Save the Children,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Tanzania,Save the Children,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Turkey,Save the Children,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Turkey,Sevgi ve Kardeslik Vakfi,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Armenia,State Department Activity,,,,,,,,,X,
DOS,Bangaldesh,State Department Activity,,,,,,,,X,,
DOS,Cambodia,State Department Activity,,,,,,,X,X,,X
DOS,Egypt,State Department Activity,,,,,,,,X,X,
DOS,Georgia,State Department Activity,,,,,,,,x,,
DOS,Guatemala,State Department Activity,,,,,,,,X,,
DOS,Indonesia,State Department Activity,,,,,,,,,,
DOS,Kosovo,State Department Activity,,,,,,,,,x,
DOS,Morocco,State Department Activity,,,,,,,,x,x,
DOS,Nepal,State Department Activity,,,,,,,x,x,x,x
DOS,Nigeria,State Department Activity,,,,,,,,,x,
DOS,Pakistan,State Department Activity,,,,,,X,X,X,X,
DOS,Philippines,State Department Activity,,,,,,,x,,x,
DOS,Senegal,State Department Activity,,,,,,,,,X,
DOS,South Sudan,State Department Activity,,,,,,,,,X,
DOS,Tajikistan,State Department Activity,,,,,,,,x,,
DOS,Iraq,Terre des Hommes Foundation,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Kenya,The Lutheran World Federation,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,South Sudan,The Lutheran World Federation,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Bangladesh,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Bangladesh,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Barbados,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Barbados,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Brazil,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Brazil,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Cameroon,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Colombia,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Colombia,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ecuador,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ecuador,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Egypt,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ethiopia,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Iraq,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Iraq,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Jordan,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Jordan,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Latin America and the Caribbean,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Lebanon,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Lebanon,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Mauritania,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Peru,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Peru,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Sudan,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Tanzania,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Turkey,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Turkey,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
DOS,Ukraine,United Nations Childrens Fund,2020,,,This activity supports refugee education as part of the humanitarian response.,,,,,,
Peace Corps,Mozambique,Community Library Program,2013,2024,Peace Corps,CLP is a childhood literacy project that aims to improve early grade reading outcomes through literacy activities and library services.,,x,x,,,
